CustomerID,Recency,Frequency,Monetary,Cluster,Segment,Recommended_Action
CUST_15042,199,5.0,135.93,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15043,31,3.0,537.0,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15044,19,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15045,152,12.0,735.66,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15046,9,201.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15047,270,22.0,343.62,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15048,65,94.0,381.0,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15049,274,3.0,121.17000000000002,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15050,25,76.0,1737.69,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15051,23,142.0,1383.3600000000001,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15052,319,28.0,207.73000000000002,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15053,5,69.0,693.95,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15054,12,114.0,302.1,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15057,275,25.0,1489.5,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15058,25,219.5,2102.54,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15059,41,219.5,1337.72,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15060,8,115.0,294.25,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15061,4,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15062,71,57.0,987.86,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15063,213,5.0,370.79999999999995,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15065,38,155.0,3158.13,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15066,53,42.0,893.59,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15067,78,82.0,1744.76,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15068,46,104.0,553.36,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15069,179,70.0,1109.53,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15070,328,1.0,106.2,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15071,94,26.0,982.07,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15073,10,54.0,1043.41,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15074,105,41.0,735.67,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15075,78,27.0,773.03,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15076,173,49.0,880.85,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15078,7,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15079,213,47.0,895.61,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15081,22,33.0,504.8,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15083,257,5.0,88.2,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15087,282,15.0,306.94,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15088,21,57.0,1160.07,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15089,10,145.0,2420.84,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15090,308,23.0,381.32,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15091,68,30.0,480.71,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15092,215,26.0,457.81,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15093,18,108.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15095,104,47.0,1370.6,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15096,43,11.0,219.39000000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15097,4,25.0,248.08,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15098,182,3.0,3691.7699999999995,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15099,84,23.0,410.48,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15100,328,3.0,876.0,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15101,9,8.0,317.53,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15103,31,35.0,703.36,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15104,197,67.0,993.54,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15105,18,101.0,2298.93,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15106,18,100.0,1422.52,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15107,311,16.0,319.5,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15108,142,60.0,1300.25,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15109,246,28.0,484.95,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15110,24,35.0,996.1,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15111,29,84.0,1567.48,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15113,10,97.0,3509.43,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15114,30,197.0,2760.56,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15115,18,21.0,340.11,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15116,18,45.0,1352.75,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15117,15,79.0,1551.78,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15118,134,1.0,244.8,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15119,246,14.0,266.4,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15120,134,21.0,358.82,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15121,50,28.0,457.72,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15122,114,82.0,1633.78,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15123,7,106.0,2199.31,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15124,23,15.0,184.19,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15125,25,127.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15127,66,16.0,406.53,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15128,60,102.0,1471.0,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15129,50,84.0,3447.4,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15130,170,22.0,330.11,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15132,18,52.0,977.9300000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15133,128,29.0,982.42,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15134,15,73.0,1387.99,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15135,239,9.0,139.05,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15136,3,68.0,1286.7,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15139,240,13.0,178.96,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15140,52,80.0,2354.25,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15142,46,26.0,498.74,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15143,226,14.0,259.45,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15144,8,217.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15145,4,67.0,1194.73,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15146,165,91.0,1327.16,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15147,240,28.0,623.5,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15148,11,20.0,301.29,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15149,134,23.0,520.8000000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15150,17,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15152,10,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15153,31,22.0,329.25,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15154,75,71.0,254.28,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15156,1,55.0,961.49,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15157,4,125.0,1936.07,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15158,45,7.0,401.40000000000003,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15159,2,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15160,328,4.0,158.16,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15163,18,29.0,304.47,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15164,69,101.0,824.58,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15165,328,27.0,487.75,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15167,321,39.0,158.8,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15168,26,5.0,106.56,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15171,328,5.0,1289.5,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15172,9,110.0,1624.05,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15174,323,11.0,135.75,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15175,72,23.0,224.14,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15178,260,3.0,40.5,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15179,18,93.0,2206.95,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15180,328,6.0,87.5,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15181,66,16.0,689.4799999999999,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15182,154,29.0,622.85,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15184,29,62.0,402.2,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15185,70,21.0,310.62,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15186,14,19.0,411.41,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15187,2,91.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15189,1,212.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15192,120,51.0,1044.32,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15193,61,19.0,499.32,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15194,3,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15195,3,1.0,3691.7699999999995,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15197,11,32.0,1079.6100000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15198,92,10.0,193.64,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15199,59,13.0,1268.7,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15201,87,69.0,1236.54,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15203,26,142.0,1827.8,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15204,328,9.0,316.58,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15205,85,37.0,653.24,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15206,10,9.0,420.29999999999995,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15208,1,42.0,870.12,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15210,225,20.0,331.18,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15211,60,52.0,894.4100000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15212,241,5.0,101.8,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15213,319,24.0,328.35,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15214,2,110.0,1661.44,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15215,47,35.0,734.94,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15216,88,2.0,96.6,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15218,11,166.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15219,176,9.0,305.75,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15220,52,117.0,1778.96,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15221,328,5.0,403.25,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15222,319,5.0,585.0,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15223,226,20.0,755.75,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15224,328,14.0,322.08,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15225,234,23.0,409.40000000000003,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15226,311,8.0,154.41,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15227,37,58.0,1219.4,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15228,66,125.0,3386.71,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15230,239,23.0,429.6,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15232,113,31.0,612.06,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15234,277,14.0,197.0,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15235,218,142.0,2237.51,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15236,299,15.0,321.05,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15237,2,99.0,1412.32,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15238,29,50.0,1071.99,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15239,10,49.0,780.59,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15240,45,78.0,1706.57,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15241,67,110.0,1756.44,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15243,74,22.0,316.68,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15244,65,34.0,631.57,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15245,134,89.0,2515.84,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15246,238,33.0,514.15,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15247,122,6.0,356.0,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15249,32,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15251,9,111.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15252,36,44.0,740.78,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15253,16,53.0,918.1999999999999,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15254,127,18.0,300.36,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15255,67,47.0,890.85,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15256,149,6.0,98.45,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15257,283,7.0,317.15,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15258,169,34.0,623.16,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15260,100,77.0,1810.77,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15261,135,19.0,254.82,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15262,324,10.0,178.95000000000002,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15263,107,12.0,156.51,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15264,64,23.0,393.74,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15265,151,82.0,1506.1200000000001,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15266,328,6.0,119.3,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15267,22,11.0,1717.36,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15269,24,2.0,408.8,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15270,16,41.0,2379.49,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15271,7,219.5,2493.34,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15272,57,63.0,721.94,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15274,4,47.0,716.57,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15275,38,41.0,615.14,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15276,66,49.0,128.63,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15277,47,12.0,255.89999999999998,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15279,328,19.0,290.51,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15280,172,16.0,113.12,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15281,59,139.0,2332.15,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15286,50,3.0,240.55,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15287,22,20.0,486.69,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15288,43,88.0,2306.52,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15289,29,58.0,939.78,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15290,5,204.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15291,26,103.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15292,201,24.0,178.39,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15296,51,194.0,3672.86,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15297,10,39.0,641.94,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15298,2,192.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15299,67,7.0,3691.7699999999995,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15300,64,28.0,496.44,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15301,51,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15303,290,31.0,574.02,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15304,61,23.0,694.4000000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15306,64,58.0,1174.35,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15307,96,12.0,205.3,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15308,274,19.0,310.47,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15311,1,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15312,75,47.0,924.85,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15313,110,1.0,52.0,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15314,199,24.0,327.97,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15315,64,37.0,570.5,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15316,327,1.0,165.0,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15318,4,33.0,312.62,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15319,284,16.0,204.5,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15320,44,36.0,267.13,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15321,71,95.0,2748.31,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15322,86,42.0,679.68,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15325,104,48.0,161.74,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15326,328,29.0,311.71,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15327,53,10.0,208.75,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15329,39,57.0,1049.7,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15330,32,13.0,714.96,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15332,328,35.0,1661.06,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15333,208,16.0,1028.56,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15334,157,98.0,350.82,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15335,54,35.0,170.22,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15339,66,86.0,574.07,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15341,81,17.0,2020.52,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15342,130,24.0,406.09,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15343,87,21.0,364.5,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15344,1,26.0,563.94,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15345,46,20.0,393.54,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15346,328,17.0,252.42000000000002,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15347,328,5.0,201.60000000000002,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15348,72,9.0,158.04,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15349,158,71.0,463.90999999999997,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15350,328,5.0,115.65,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15351,12,219.0,1934.66,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15353,255,61.0,770.12,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15355,29,14.0,277.05,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15356,31,219.5,2718.03,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15358,5,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15360,40,13.0,427.93,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15361,328,7.0,418.92,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15363,328,16.0,326.0,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15364,96,29.0,913.19,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15365,26,114.0,2314.32,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15366,75,44.0,602.51,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15367,57,95.0,1877.59,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15368,21,4.0,446.94000000000005,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15370,41,94.0,2386.05,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15372,137,27.0,2007.3999999999999,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15373,8,132.0,2415.91,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15374,129,3.0,168.0,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15376,40,116.0,1221.56,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15379,169,194.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15380,9,36.0,1690.2600000000002,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15381,214,8.0,596.85,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15382,15,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15384,170,41.0,642.41,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15385,40,12.0,316.88,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15386,186,31.0,394.14,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15388,270,10.0,140.54,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15389,172,1.0,500.0,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15392,5,84.0,1535.53,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15393,16,12.0,231.86,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15394,10,85.0,2183.54,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15395,326,7.0,107.45,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15396,113,14.0,288.18,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15397,290,6.0,94.0,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15398,16,73.0,1345.53,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15399,1,50.0,815.77,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15400,92,12.0,716.2,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15402,149,42.0,626.77,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15405,189,8.0,349.1,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15406,31,53.0,510.71000000000004,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15407,34,148.0,1046.74,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15408,264,34.0,267.18,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15410,84,122.0,3450.84,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_15411,26,98.0,1348.93,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_15412,171,10.0,190.53,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15414,10,39.0,774.9000000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_15415,313,47.0,559.61,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_15416,65,192.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
